"index","x.Chi.P.0","x.Chi.P.1","x.Chi.P.2","x.Chi.P.3","x.Chi.P.4","x.Chi.P.5","x.Chi.C.3","x.Chi.PC.4","x.Kappa.1","x.Kappa.2","x.Kappa.3","x.Kappa.4","x.Estate.1","x.Estate.2","x.Estate.3","x.MEDV.11","x.MEDV.12","x.MEDV.13","x.MEDV.22","x.MEDV.23","x.MEDV.33","y"
"108",3.3374,2.4068,1.611,1.1647,-0.019141,0.85691,0.67694,-0.077629,-0.4578,7.7074,-0.16752,4.7633,5.0135,4.7521,0.84345,-0.33562,-0.30033,0.24,18.561,0.093174,0.00022964,488.66
"109",3.3374,2.4068,1.611,1.1647,-0.019141,0.85096,0.7215,-0.077629,-0.45044,7.6819,-0.14932,4.7633,5.0135,4.7521,0.84345,-0.65163,0.35819,0.29976,18.072,0.24967,-0.00052369,489.16
"110",3.3374,2.4068,1.611,1.1647,-0.019141,0.8644,0.64828,-0.077629,-0.42965,7.6618,-0.15005,4.7633,5.0135,4.7521,0.84345,-0.7923,0.9137,0.30464,17.611,0.29038,-0.0004382,478.36
"111",3.3374,2.4068,1.611,1.1647,-0.019141,0.8644,0.64828,-0.077629,-0.42004,7.6507,-0.1485,4.7633,5.0135,4.7521,0.84345,-0.87784,1.2012,0.30936,17.386,0.31724,-0.00048783,469.66
"112",4.0445,2.8688,2.1717,1.1987,-0.00076676,0.92093,0.71119,-0.1972,-0.52366,9.3271,-0.22134,5.7633,6.008,7.641,1.053,1.2523,-4.2572,-1.7671,25.752,-0.93817,-0.00096635,603.66
"113",4.0445,2.9068,1.9646,1.4147,-0.020424,1.0277,0.8465,-0.077629,-0.44754,9.1805,-0.15084,5.7633,6.008,5.7747,1.053,-0.64239,0.37709,0.29519,21.692,0.24135,-0.00049457,588.66
"114",4.0445,2.9068,1.9646,1.4147,-0.020424,1.0412,0.77328,-0.077629,-0.40648,9.1403,-0.15165,5.7633,6.008,5.7747,1.053,-0.91069,1.4389,0.29912,20.839,0.30961,-0.00043919,569.66
"115",4.7516,3.4068,2.2913,1.8111,-0.021657,1.0653,0.81325,0.0069223,-0.4854,10.737,-0.16966,6.7633,7.0027,6.7463,1.2686,-0.01891,-1.283,0.10197,27.004,-0.098739,-0.00055373,709.66
"116",4.7516,3.4068,2.3182,1.6647,-0.021657,1.2105,0.92694,-0.077629,-0.45408,10.704,-0.16809,6.7633,7.0027,6.7463,1.2686,-0.33859,-0.25253,0.23808,25.795,0.091444,0.00022526,687.66
"117",4.7516,3.4068,2.3182,1.6647,-0.021657,1.2045,0.9715,-0.077629,-0.44523,10.679,-0.15122,6.7633,7.0027,6.7463,1.2686,-0.64523,0.40916,0.29393,25.304,0.24028,-0.00049494,688.66
"118",4.7516,3.4068,2.3182,1.6647,-0.021657,1.218,0.89828,-0.077629,-0.40523,10.638,-0.15104,6.7633,7.0027,6.7463,1.2686,-0.92086,1.4692,0.30084,24.453,0.31467,-0.00046773,667.66
"119",5.4587,3.9068,2.6717,1.9147,-0.022843,1.3813,1.0965,-0.077629,-0.44307,12.177,-0.15159,7.7633,7.9977,7.7679,1.4902,-0.64772,0.43864,0.29275,28.92,0.23925,-0.00049528,786.66
"120",-3.5705,-2.6994,-1.6562,-1.2105,0.055193,-0.71863,-0.77275,0.33062,1.9889,-10.344,0.77051,-5.2367,-6.4728,-6.8158,-1.0496,0.43321,3.3845,0.5624,-27.1,0.43263,0.00096256,-571.34
"121",-2.8634,-2.1994,-1.3026,-0.9415,0.052012,-0.65885,-0.46656,0.33062,2.0153,-8.8741,0.7742,-4.2367,-5.4971,-5.8029,-0.9057,0.20063,4.1677,0.59855,-24.174,0.52081,0.0010726,-481.34
"122",-2.1563,-1.6994,-0.94907,-0.71051,0.049004,-0.36508,-0.52275,0.33062,2.0015,-7.3546,0.76855,-3.2367,-4.5198,-4.8525,-0.75587,0.41077,3.5764,0.55531,-20.037,0.42846,0.00094195,-372.34
"123",-1.4492,-1.1994,-0.62239,-0.29506,0.046153,-0.44454,-0.37481,0.41517,1.977,-5.8153,0.75368,-2.2367,-3.5411,-3.839,-0.60006,0.86876,2.4199,0.37999,-15.214,0.19016,0.00050103,-253.34
"124",-0.74209,-0.69937,-0.24196,-0.21051,0.046153,-0.011528,-0.27275,0.33062,2.0118,-4.3632,0.76686,-1.2367,-2.5611,-2.8845,-0.43827,0.39513,3.7273,0.54924,-12.928,0.42425,0.00092424,-173.34
"125",-0.034982,-0.19937,0.084718,0.20494,0.046153,-0.090987,-0.12481,0.41517,1.9858,-2.8226,0.75222,-0.23671,-1.58,-1.8707,-0.2705,0.85781,2.543,0.3746,-8.0767,0.18619,0.00048796,-54.335
"126",-0.034982,-0.19937,0.1235,-0.030612,0.040872,0.215,0.08641,0.2557,2.0459,-2.9023,0.77186,-0.23671,-1.58,-1.8707,-0.2705,0.20234,4.4729,0.60808,-10.072,0.49667,0.0021189,-84.335
"127",0.67212,0.30063,0.46514,0.3085,0.038419,0.23252,0.12027,0.33062,2.0565,-1.4304,0.78933,0.76329,-0.59773,-0.91273,-0.096742,-0.23872,5.4778,0.65776,-7.117,0.694,0.00054829,8.6647
"128",1.3792,0.80063,0.79182,0.70494,0.036079,0.26257,0.12519,0.41517,1.9932,0.1713,0.75094,1.7633,0.3855,0.1012,0.082994,0.84968,2.6448,0.36995,-0.91083,0.18256,0.00047667,145.16
"129",1.3792,0.80063,0.8187,0.5585,0.036079,0.39586,0.32799,0.33062,2.0506,0.078087,0.78677,1.7633,0.3855,0.1012,0.082994,-0.14188,5.204,0.64376,-3.2588,0.65262,0.00052905,114.06
"130",1.3792,0.80063,0.8187,0.5585,0.036079,0.4093,0.25477,0.33062,2.0725,0.06052,0.78241,1.7633,0.3855,0.1012,0.082994,-0.23397,5.6889,0.63597,-3.6668,0.66361,0.00070351,99.965
"131",1.3792,0.80063,0.8187,0.5585,0.036079,0.41525,0.21021,0.33062,2.0951,0.051031,0.76927,1.7633,0.3855,0.1012,0.082994,-0.17338,5.8952,0.58937,-3.8402,0.58351,0.0010561,89.665
"132",2.0863,1.2626,1.3794,0.59257,0.054658,0.45988,0.36224,0.21105,1.9738,1.714,0.72764,2.7633,1.3696,2.7586,0.26871,1.5887,0.86421,-1.4,4.2099,-0.41312,-0.00089201,232.66
"133",2.0863,1.3006,1.1723,0.78949,0.033843,0.68963,0.27181,0.33062,2.0379,1.5961,0.78142,2.7633,1.3696,1.0622,0.26871,0.053225,4.6574,0.60494,0.86264,0.55965,0.00048829,224.66
"134",2.0863,1.3006,1.1723,0.8085,0.033843,0.58607,0.37027,0.33062,2.0674,1.5606,0.78748,2.7633,1.3696,1.0622,0.26871,-0.26015,5.6487,0.65128,0.0027636,0.68991,0.00053371,207.66
"135",2.0863,1.3006,1.1723,0.8085,0.033843,0.59203,0.33521,0.33062,2.1025,1.5448,0.76811,2.7633,1.3696,1.0622,0.26871,-0.19208,6.0209,0.58516,-0.3095,0.58169,0.0010436,189.66
"136",2.7934,1.8006,1.4989,1.2049,0.031703,0.61017,0.41974,0.41517,1.9983,3.1492,0.76789,3.7633,2.3546,2.0762,0.46042,0.57855,3.1776,0.43212,5.9507,0.32004,-2.6961e-05,345.16
"137",2.7934,1.8006,1.5258,1.0585,0.031703,0.74941,0.57799,0.33062,2.0596,3.0706,0.78518,3.7633,2.3546,2.0762,0.46042,-0.15684,5.3395,0.63821,3.893,0.64853,0.00051654,313.66
"138",2.7934,1.8006,1.5258,1.0585,0.031703,0.7688,0.46021,0.33062,2.082,3.0645,0.76899,3.7633,2.3546,2.0762,0.46042,-0.068713,5.5112,0.588,3.7139,0.56162,0.0010467,297.66
"139",2.7934,1.8006,1.5258,1.0585,0.031703,0.7688,0.46021,0.33062,2.1064,3.0417,0.76731,3.7633,2.3546,2.0762,0.46042,-0.1958,6.0737,0.58237,3.2794,0.57887,0.0010348,287.66
"140",3.5006,2.2626,2.0865,1.0926,0.049865,0.81343,0.61224,0.21105,1.9811,4.708,0.72634,4.7633,3.3404,4.7521,0.6581,1.5798,0.96628,-1.4056,11.392,-0.4175,-0.00089362,432.66
"141",3.5006,2.3006,1.8794,1.2895,0.029654,1.0491,0.47725,0.33062,2.0339,4.6185,0.763,4.7633,3.3404,3.0398,0.6581,0.3688,4.035,0.53564,8.5837,0.41331,0.00088442,424.16
"142",3.5006,2.3006,1.8794,1.3085,0.029654,0.93963,0.62027,0.33062,2.0763,4.5533,0.78589,4.7633,3.3404,3.0398,0.6581,-0.27514,5.7831,0.64573,7.1603,0.68576,0.00052117,405.66
"143",3.5006,2.3006,1.8794,1.3085,0.029654,0.94558,0.58521,0.33062,2.095,4.5525,0.7679,4.7633,3.3404,3.0398,0.6581,-0.12678,5.7888,0.58462,7.1296,0.56868,0.0010384,395.06
"144",3.5006,2.3006,1.8794,1.3085,0.029654,0.94558,0.58521,0.33062,2.1136,4.5356,0.76615,4.7633,3.3404,3.0398,0.6581,-0.21445,6.1981,0.57816,6.8161,0.57701,0.0010224,386.66
"145",4.2077,2.8006,2.206,1.7049,0.027688,0.96372,0.66974,0.41517,2.0046,6.1441,0.76677,5.7633,4.3268,4.0537,0.86177,0.57161,3.2629,0.42819,13.149,0.31686,-3.1938e-05,544.96
"146",4.2077,2.8006,2.2329,1.5585,0.027688,1.1089,0.78344,0.33062,2.0594,6.0893,0.76669,5.7633,4.3268,4.0537,0.86177,0.1355,4.8107,0.57204,11.547,0.50113,0.00099158,513.66
"147",4.2077,2.8006,2.2329,1.5585,0.027688,1.1224,0.71021,0.33062,2.0889,6.0588,0.76772,5.7633,4.3268,4.0537,0.86177,-0.077388,5.6088,0.58357,10.904,0.5578,0.0010329,496.96
"148",4.2077,2.8006,2.2329,1.5585,0.027688,1.1224,0.71021,0.33062,2.12,6.0303,0.76507,5.7633,4.3268,4.0537,0.86177,-0.2294,6.3048,0.57423,10.369,0.57481,0.0010107,485.66
"149",4.2077,2.8006,2.2329,1.5585,0.027688,1.1164,0.75477,0.33062,2.1124,6.0252,0.77784,5.7633,4.3268,4.0537,0.86177,-0.38265,6.4725,0.62014,10.249,0.67398,0.00067262,491.66
"150",4.9148,3.3006,2.5865,1.7895,0.025801,1.3967,0.77181,0.33062,2.0374,7.598,0.78006,6.7633,5.3139,5.0197,1.0714,0.10258,4.5392,0.59628,15.48,0.55371,0.00037405,623.66
"151",4.9148,3.3006,2.5865,1.8085,0.025801,1.2991,0.83521,0.33062,2.1018,7.547,0.76662,6.7633,5.3139,5.0197,1.0714,-0.13545,5.8853,0.58019,14.324,0.56482,0.0010247,593.66
"152",4.9148,3.3006,2.5865,1.8085,0.025801,1.2991,0.83521,0.33062,2.1258,7.5256,0.76405,6.7633,5.3139,5.0197,1.0714,-0.24158,6.3974,0.57058,13.934,0.57245,0.00099978,584.66
"153",5.6219,3.8006,2.9131,2.2049,0.023986,1.3173,0.91974,0.41517,2.0099,9.1397,0.76579,7.7633,6.3017,6.0335,1.2871,0.56627,3.3352,0.42474,20.366,0.31396,-3.6332e-05,743.66
"154",5.6219,3.8006,2.94,2.0585,0.023986,1.4565,1.078,0.33062,2.0736,9.0592,0.78258,7.7633,6.3017,6.0335,1.2871,-0.17594,5.5402,0.62931,18.276,0.64109,0.00049655,711.66
"155",5.6219,3.8006,2.94,2.0585,0.023986,1.464,1.0493,0.33062,2.0918,9.0342,0.78937,7.7633,6.3017,6.0335,1.2871,-0.4203,6.2452,0.66041,17.71,0.74366,0.0002825,692.66
"156",5.6219,3.8006,2.94,2.0585,0.023986,1.4759,0.96021,0.33062,2.1309,9.0214,0.76311,7.7633,6.3017,6.0335,1.2871,-0.25164,6.4786,0.56721,17.51,0.57004,0.00098968,683.66
"157",6.329,4.3006,3.2936,2.3085,0.02224,1.6527,1.0852,0.33062,2.1355,10.518,0.76223,8.7633,7.29,7.0015,1.5087,-0.26007,6.5506,0.5641,21.094,0.56765,0.00098032,782.16
"158",7.0361,4.8006,3.6471,2.5585,0.02224,1.8101,1.328,0.33062,2.0792,12.055,0.78152,9.7633,8.2788,8.0151,1.7363,-0.18227,5.617,0.62572,25.497,0.63784,0.00048852,909.66
"159",7.0361,4.8006,3.6471,2.5585,0.020559,1.8295,1.2102,0.33062,2.1398,12.014,0.76142,9.7633,8.2788,8.0151,1.7363,-0.26719,6.6149,0.56122,24.687,0.56532,0.00097165,881.06
"160",7.7432,5.3006,4.0007,2.8085,0.018938,2.0062,1.3352,0.33062,2.1422,13.512,0.7609,10.763,9.2682,8.985,1.9699,-0.2685,6.6452,0.55945,28.306,0.56337,0.00096616,979.66
"161",0.83526,0.19448,0.70658,0.59879,0.091123,0.16102,-0.018318,0.82342,4.4987,-4.4331,1.6831,0.76329,-2.0961,-2.4455,-0.24479,1.3923,7.5012,0.69233,-14.98,0.5749,0.0011874,-29.335
"162",2.2495,1.1945,1.4137,1.0988,0.091123,0.51457,0.23168,0.82342,4.5096,-1.442,1.6811,2.7633,-0.15378,-0.49481,0.10907,1.3762,7.6619,0.68492,-7.8581,0.56941,0.0011657,169.66
"163",2.2495,1.1945,1.4406,0.93334,0.091123,0.77081,0.20874,0.73887,4.5408,-1.4869,1.6949,2.7633,-0.15378,-0.49481,0.10907,0.9057,8.9198,0.85867,-9.1467,0.80207,0.0015981,157.66
"164",3.6637,2.1945,2.1208,1.5988,0.079161,0.86812,0.48168,0.82342,4.5188,1.5506,1.6794,4.7633,1.7943,1.4609,0.48683,1.3645,7.7928,0.67851,-0.70281,0.56431,0.001147,367.66
"165",3.6637,2.1945,2.1477,1.4333,0.081955,1.1244,0.45874,0.73887,4.5506,1.5051,1.693,4.7633,1.7943,1.4609,0.48683,0.89168,9.0636,0.85194,-2.001,0.79673,0.001576,356.66
"166",5.0779,3.1945,2.8279,2.0988,0.073913,1.2217,0.73168,0.82342,4.5266,4.5443,1.6778,6.7633,3.7473,3.421,0.88849,1.3557,7.9017,0.67295,6.4784,0.55967,0.0011307,566.66
"167",5.0779,3.1945,2.8548,1.9523,0.073913,1.3744,0.81671,0.73887,4.6116,4.4406,1.6965,6.7633,3.7473,3.421,0.88849,0.43785,10.723,0.89644,3.8859,0.93505,0.0017083,536.66
"168",5.0779,3.1945,2.8548,1.9523,0.073913,1.3744,0.81671,0.73887,4.6275,4.4256,1.6957,6.7633,3.7473,3.421,0.88849,0.35159,11.097,0.8939,3.5963,0.94803,0.0017021,525.66
"169",5.0779,3.1945,2.8548,1.9523,0.073913,1.3684,0.86547,0.73887,4.6293,4.4162,1.7032,6.7633,3.7473,3.421,0.88849,0.221,11.354,0.92191,3.4064,1.0134,0.0015185,513.66
"170",5.785,3.6945,3.2202,2.1132,0.071444,1.7238,0.94062,0.66395,4.6149,5.9714,1.6625,7.7633,4.7254,4.4245,1.0983,1.0467,9.627,0.77295,8.228,0.65604,0.0024423,631.66
"171",5.785,3.6945,3.2083,2.2023,0.071444,1.5511,0.94171,0.73887,4.6258,5.9278,1.6951,7.7633,4.7254,4.4245,1.0983,0.37798,11.018,0.89204,7.2932,0.94087,0.0016947,621.66
"172",5.785,3.6945,3.2083,2.2023,0.071444,1.5511,0.94171,0.73887,4.6378,5.9168,1.6941,7.7633,4.7254,4.4245,1.0983,0.31935,11.287,0.88842,7.0867,0.94712,0.0016844,612.16
"173",6.4921,4.1945,3.535,2.5988,0.06907,1.5752,0.98168,0.82342,4.5334,7.5389,1.6765,8.7633,5.7045,5.3848,1.3141,1.349,7.9939,0.66808,13.68,0.55545,0.0011165,763.66
"174",6.4921,4.1945,3.5619,2.4523,0.06907,1.7279,1.0667,0.73887,4.6204,7.4336,1.6948,8.7633,5.7045,5.3848,1.3141,0.42561,10.851,0.89024,11.062,0.92974,0.0016872,731.66
"175",6.4921,4.1945,3.5619,2.4523,0.06907,1.7279,1.0667,0.73887,4.6377,7.4174,1.6936,8.7633,5.7045,5.3848,1.3141,0.33488,11.252,0.88671,10.752,0.94221,0.0016778,721.66
"176",6.4921,4.1945,3.5619,2.4523,0.06907,1.722,1.1155,0.73887,4.6422,7.4057,1.7008,8.7633,5.7045,5.3848,1.3141,0.19382,11.563,0.91337,10.521,1.0077,0.0014938,711.66
"177",7.1992,4.6945,3.9154,2.7023,0.066784,1.9047,1.1917,0.73887,4.6479,8.9087,1.6921,9.7633,6.6845,6.389,1.5358,0.30266,11.441,0.88122,14.247,0.94126,0.0016603,808.66
"178",-3.1897,-1.9871,-1.8392,-1.2292,-0.060157,-0.80931,-0.42955,-0.48588,-2.9742,-2.6662,-1.1108,-4.2367,-2.1628,-2.359,-0.62618,-0.73822,-5.4783,-0.12366,-3.3637,-0.3671,-0.00060876,-341.04
"179",-1.7755,-0.98706,-1.1321,-0.7292,-0.060157,-0.44232,-0.25277,-0.48588,-2.9507,0.30857,-1.109,-2.2367,-0.16532,-0.35901,-0.29684,-0.91319,-4.8359,-0.11199,3.3394,-0.30735,-0.00060876,-151.54
"180",-6.5621,-4.5932,-3.3387,-2.3353,0.007027,-1.6045,-1.1463,-0.077629,-0.48823,-13.272,-0.15802,-9.2367,-8.8595,-9.1772,-1.4621,-0.44509,-0.40193,0.2804,-31.983,0.16953,0.0003386,-919.34
"181",-5.1479,-3.5932,-2.6585,-1.6889,0.0019489,-1.4096,-0.93675,0.0069223,-0.53538,-10.216,-0.16665,-7.2367,-6.8862,-7.1923,-1.2046,0.11717,-2.1119,0.11225,-23.043,-0.11094,-0.00048326,-686.34
"182",-3.7337,-2.5932,-1.9514,-1.1889,-0.0025422,-1.0501,-0.7313,0.0069223,-0.53414,-7.2015,-0.18219,-5.2367,-4.909,-5.2052,-0.92314,0.37463,-2.5702,0.047599,-15.501,-0.23001,-0.00023683,-482.84
"183",-3.7337,-2.5932,-1.9245,-1.3353,-0.0025422,-0.91085,-0.57306,-0.077629,-0.48683,-7.2678,-0.16325,-5.2367,-4.909,-5.2052,-0.92314,-0.30314,-0.69475,0.25459,-17.344,0.10469,0.00026291,-505.34
"184",-3.0265,-2.0932,-1.5709,-1.1044,-0.0046016,-0.62304,-0.58469,-0.077629,-0.49901,-5.7597,-0.15913,-4.2367,-3.9192,-4.1766,-0.77342,-0.25751,-0.96617,0.24858,-13.445,0.093333,-0.00022501,-398.84
"185",-3.0265,-2.0932,-1.5709,-1.0853,-0.0046016,-0.72659,-0.48623,-0.077629,-0.46967,-5.798,-0.15015,-4.2367,-3.9192,-4.1766,-0.77342,-0.61381,0.10205,0.30437,-14.364,0.24751,-0.00026739,-410.34
"186",-2.3194,-1.5932,-1.2174,-0.83535,-0.0065516,-0.56325,-0.2785,-0.077629,-0.47781,-4.2923,-0.14777,-3.2367,-2.9287,-3.2162,-0.61772,-0.57217,-0.10528,0.30616,-10.568,0.24039,-0.00044054,-308.14
"187",-2.3194,-1.5932,-1.2174,-0.83535,-0.0065516,-0.54386,-0.39628,-0.077629,-0.45448,-4.3009,-0.1625,-3.2367,-2.9287,-3.2162,-0.61772,-0.51164,0.12318,0.2646,-10.789,0.16239,0.0003022,-324.14
"188",-2.3194,-1.5932,-1.2055,-0.92446,-0.0065516,-0.37117,-0.38786,-0.15254,-0.43256,-4.3001,-0.18517,-3.2367,-2.9287,-3.2162,-0.61772,-0.20867,-0.18235,0.20567,-10.69,-0.019175,0.0021424,-326.34
"189",-1.6123,-1.0932,-0.86382,-0.60435,-0.0084014,-0.26353,-0.37924,-0.077629,-0.49561,-2.7528,-0.16948,-2.2367,-1.9376,-2.189,-0.45603,-0.096141,-1.2251,0.21078,-6.0301,0.0081712,0.00014339,-196.34
"190",-0.90523,-0.59322,-0.51027,-0.33535,-0.010159,-0.20375,-0.073056,-0.077629,-0.47246,-1.2801,-0.16531,-1.2367,-0.9459,-1.2257,-0.28835,-0.32135,-0.49464,0.24748,-3.05,0.099482,0.00024672,-109.34
"191",0.50899,0.40678,0.19684,0.16465,-0.013429,0.15729,0.14828,-0.077629,-0.4447,1.6729,-0.14611,0.76329,1.0389,0.76599,0.064965,-0.78437,0.71702,0.31718,3.2437,0.30657,-0.00048615,74.665
"192",0.50899,0.40678,0.19684,0.16465,-0.013429,0.15729,0.14828,-0.077629,-0.43306,1.6632,-0.148,0.76329,1.0389,0.76599,0.064965,-0.83443,0.97006,0.31176,3.044,0.31034,-0.00043433,73.665
"193",1.2161,0.86878,0.7575,0.19872,0.0058626,0.21382,0.21119,-0.1972,-0.53668,3.341,-0.22215,1.7633,2.032,3.641,0.2506,1.3152,-4.5168,-1.777,11.422,-0.94589,-0.0011686,199.66
"194",2.6303,1.8688,1.4646,0.69872,0.0024074,0.56738,0.46119,-0.1972,-0.52778,6.3306,-0.2207,3.7633,4.0193,5.641,0.63985,1.2552,-4.3099,-1.7639,18.525,-0.93558,-0.00096724,402.66
"195",2.6303,1.9068,1.2575,0.91465,-0.017804,0.68762,0.51377,-0.077629,-0.4418,6.1764,-0.15244,3.7633,4.0193,3.7822,0.63985,-0.68419,0.5556,0.2962,14.26,0.25288,-0.00035115,383.66
"196",-1.4492,-1.1994,-0.62239,-0.29506,0.046153,-0.45049,-0.33026,0.41517,1.9745,-5.8249,0.76583,-2.2367,-3.5411,-3.839,-0.60006,0.69702,2.6889,0.42528,-15.409,0.28524,0.00014434,-251.34
"197",-0.74209,-0.73737,-0.034855,-0.40743,0.06565,-0.24723,-0.13776,0.21105,1.9496,-4.2709,0.73671,-1.2367,-2.5611,-1.2257,-0.43827,1.5649,0.60401,-1.3645,-10.078,-0.3653,-0.0010363,-173.34
"198",-0.034982,-0.19937,0.11159,0.058497,0.040872,0.061695,-0.039786,0.33062,2.077,-2.9334,0.77176,-0.23671,-1.58,-1.8707,-0.2705,-0.11856,5.5666,0.59838,-10.834,0.58446,0.0010823,-96.335
"199",1.3792,0.80063,0.8187,0.5585,0.036079,0.40181,0.28344,0.33062,2.0461,0.10021,0.76909,1.7633,0.3855,0.1012,0.082994,0.15074,4.6269,0.58036,-2.8313,0.50822,0.0010171,108.66
"200",1.3792,0.80063,0.8187,0.5585,0.036079,0.41525,0.21021,0.33062,2.0738,0.071148,0.77045,1.7633,0.3855,0.1012,0.082994,-0.057175,5.3934,0.59313,-3.4511,0.56578,0.0010626,99.965
"201",1.3792,0.80063,0.8187,0.5585,0.036079,0.41525,0.21021,0.33062,2.0886,0.057034,0.76981,1.7633,0.3855,0.1012,0.082994,-0.14108,5.7482,0.59138,-3.7273,0.57991,0.0010608,100.86
"202",2.7934,1.8006,1.5258,1.0585,0.031703,0.74941,0.57799,0.33062,2.0387,3.0816,0.79509,3.7633,2.3546,2.0762,0.46042,-0.17218,5.0805,0.66867,4.0913,0.70126,0.00033446,317.66
"203",2.7934,1.8006,1.5258,1.0585,0.031703,0.76285,0.50477,0.33062,2.0817,3.0529,0.78077,3.7633,2.3546,2.0762,0.46042,-0.24937,5.8277,0.63026,3.4826,0.65932,0.00068926,303.66
"204",2.7934,1.8006,1.5258,1.0585,0.031703,0.7688,0.46021,0.33062,2.098,3.0493,0.76811,3.7633,2.3546,2.0762,0.46042,-0.15685,5.8908,0.58539,3.4193,0.57538,0.0010424,300.56
"205",3.5006,2.3006,1.8794,1.3085,0.029654,0.94558,0.57571,0.33062,2.0731,4.574,0.76835,4.7633,3.3404,3.0398,0.6581,0.0079172,5.2414,0.58401,7.5601,0.54143,0.0010314,404.66
"206",3.5006,2.3006,1.8794,1.3085,0.029654,0.93963,0.62027,0.33062,2.0752,4.5604,0.77989,4.7633,3.3404,3.0398,0.6581,-0.1826,5.6067,0.62575,7.2918,0.63884,0.00067914,408.66
"207",3.5006,2.3006,1.8794,1.3085,0.029654,0.94558,0.58521,0.33062,2.1075,4.5411,0.76685,4.7633,3.3404,3.0398,0.6581,-0.18778,6.0676,0.58083,6.9154,0.57546,0.0010294,397.66
